Sequence,Timestamp_ms,Distance_m,SNR_dB,SNR_EMA_dB,PacketLost,PerRadio_EMA,AuthFail,PerAuth_EMA,Battery,SelectedMode,ModeSwitched,Cost_CTR,Cost_CBC,Cost_GCM,Latency_ms,Latitude,Longitude
420,420649,338.23,-14,-13.71,1,0.9976,0,0.1389,0.8109,CBC,0,9.3522,6.6959,6.4526,5944.33,22.722522,75.860975
421,421649,320.34,-14,-13.797,1,0.9983,0,0.1389,0.8106,CBC,0,9.3527,6.6964,6.453,5945.77,22.722341,75.860822
422,422652,322.49,-16,-14.458,1,0.9988,0,0.1389,0.8159,CBC,0,9.3519,6.6954,6.452,5946.19,22.72241,75.86083
423,423656,330.77,-20,-16.121,1,0.9992,0,0.1389,0.8128,CBC,0,9.3528,6.6963,6.453,5945.46,22.722468,75.860921
424,424658,326.36,-15,-15.784,1,0.9994,0,0.1389,0.8155,CBC,0,9.3523,6.6958,6.4525,5945.85,22.722425,75.860883
425,425660,323.85,-14,-15.249,1,0.9996,0,0.1389,0.8129,CBC,0,9.353,6.6965,6.4532,5944.53,22.722409,75.860861
426,426664,326.94,-16,-15.474,1,0.9997,0,0.1389,0.8113,CBC,0,9.3533,6.697,6.4536,5947.22,22.72241,75.860877
427,427666,336.74,-13,-14.732,1,0.9998,0,0.1389,0.8147,CBC,0,9.3527,6.6962,6.4529,5942.92,22.722502,75.860975
428,428667,345.45,-13,-14.212,1,0.9999,0,0.1389,0.8076,CBC,0,9.3542,6.698,6.4546,5943.37,22.722621,75.861071
429,429669,351.68,-17,-15.049,1,0.9999,0,0.1389,0.8194,CBC,0,9.3518,6.6951,6.4518,5942.68,22.722658,75.861108
430,430670,345.82,-12,-14.134,1,0.9999,0,0.1389,0.8075,CBC,0,9.3542,6.6981,6.4547,5945.6,22.722599,75.861069
431,431670,347.4,-17,-14.994,1,1,0,0.1389,0.8074,CBC,0,9.3543,6.6981,6.4547,5945.42,22.722611,75.861064
432,432671,362.45,-15,-14.996,1,1,0,0.1389,0.8083,CBC,0,9.3541,6.6979,6.4545,5944.87,22.722739,75.861241
433,433672,361.82,-20,-16.497,1,1,0,0.1389,0.8084,CBC,0,9.3541,6.6979,6.4545,5947.34,22.72277,75.861232
434,434675,363.41,-15,-16.048,1,1,0,0.1389,0.8089,CBC,0,9.354,6.6978,6.4544,5943.82,22.72278,75.86123
435,435677,348.95,-15,-15.734,1,1,0,0.1389,0.8034,CBC,0,9.3551,6.6991,6.4557,5941.65,22.722646,75.86108
436,436677,357.4,-16,-15.813,1,1,0,0.1389,0.8014,CBC,0,9.3555,6.6996,6.4562,5945.01,22.722719,75.861182
437,437679,361.47,-16,-15.869,1,1,0,0.1389,0.8104,CBC,0,9.3537,6.6974,6.454,5944.37,22.722756,75.86123
438,438682,363.76,-19,-16.809,1,1,0,0.1389,0.8034,GCM,0,9.3551,6.6991,6.4557,5761.87,22.722778,75.861234
439,439683,356.39,-15,-16.266,1,1,0,0.1389,0.7974,CBC,0,9.3563,6.7007,6.4572,5944.31,22.722721,75.861168
440,440685,358.86,-15,-15.886,1,1,0,0.1389,0.7959,CBC,0,9.3566,6.701,6.4575,5943.27,22.722728,75.861201
441,441686,357.01,-16,-15.92,1,1,0,0.1389,0.8085,CBC,0,9.3541,6.6979,6.4545,5942.98,22.722709,75.861182
442,442688,357.72,-17,-16.244,1,1,0,0.1389,0.804,CBC,0,9.355,6.699,6.4556,5944.37,22.722719,75.861171
443,443689,360.12,-16,-16.171,1,1,0,0.1389,0.8003,CBC,0,9.3557,6.6999,6.4565,5943.87,22.722742,75.86122
444,444690,364.27,-10,-14.32,1,1,0,0.1389,0.8081,CBC,0,9.3542,6.698,6.4546,5943.38,22.722756,75.861254
445,445691,356.15,-14,-14.224,1,1,0,0.1389,0.7936,CBC,0,9.3571,6.7016,6.4581,5945.07,22.722701,75.861153
446,446694,358.81,-15,-14.457,1,1,0,0.1389,0.7992,CBC,0,9.356,6.7002,6.4567,5943.96,22.722732,75.86119
447,447695,363.17,-13,-14.02,1,1,0,0.1389,0.7956,CBC,0,9.3567,6.7011,6.4576,5942.74,22.722757,75.861236
448,448696,361.28,-16,-14.614,1,1,0,0.1389,0.7962,CBC,0,9.3566,6.7009,6.4575,5946.99,22.722742,75.861205
449,449696,360.87,-20,-16.23,1,1,0,0.1389,0.8042,CBC,0,9.355,6.6989,6.4555,5944.34,22.722749,75.861237
450,450698,363.83,-16,-16.161,1,1,0,0.1389,0.7994,CBC,0,9.3559,6.7002,6.4567,5945.89,22.722797,75.861234
451,451700,368.2,-14,-15.513,1,1,0,0.1389,0.804,CBC,0,9.355,6.699,6.4556,5943.38,22.722806,75.861278
452,452703,359.04,-9,-13.559,0,0.7,0,0.1389,0.799,CBC,0,1.7879,1.5352,2.2825,991.66,22.722753,75.861182
453,453705,356.79,-18,-14.891,1,0.79,0,0.1389,0.7964,CBC,0,2.4725,2.014,4.6177,1415.95,22.722708,75.861191
454,454708,348.47,-18,-15.824,1,0.853,0,0.1389,0.7932,CBC,0,3.4143,2.6617,6.3774,2020.09,22.722628,75.86109
455,455710,358.31,-14,-15.277,1,0.8971,0,0.1389,0.7914,CBC,0,4.7339,3.561,6.402,2889.43,22.722712,75.861222
456,456711,371.79,-18,-16.094,1,0.928,0,0.1389,0.798,CBC,0,6.5996,4.8258,6.4174,4126.27,22.722838,75.861281
457,457713,363.21,-16,-16.066,1,0.9496,0,0.1389,0.8024,CBC,0,9.2534,6.6216,6.4282,5893.87,22.722753,75.86122
458,458716,362.11,-20,-17.246,1,0.9647,0,0.1389,0.7996,GCM,0,9.3365,6.6807,6.4372,5760.52,22.722774,75.861188
459,459718,362.92,-20,-18.072,1,0.9753,0,0.1389,0.7983,CBC,0,9.3426,6.6868,6.4434,5945.17,22.722745,75.861254
460,460720,373.23,-19,-18.35,1,0.9827,0,0.1389,0.8025,CBC,0,9.3458,6.6899,6.4464,5944.42,22.722847,75.861335
461,461723,367.84,-17,-17.945,1,0.9879,0,0.1389,0.7941,CBC,0,9.3503,6.6948,6.4513,5942.88,22.722811,75.861284
462,462724,369.49,-13,-16.462,1,0.9915,0,0.1389,0.8012,CBC,0,9.3509,6.695,6.4516,5945.35,22.722813,75.861301
463,463725,360.01,-15,-16.023,1,0.9941,0,0.1389,0.7902,CBC,0,9.3545,6.6992,6.4557,5943.25,22.722668,75.861222
464,464726,378.75,-13,-15.116,1,0.9958,0,0.1389,0.7974,CBC,0,9.3541,6.6984,6.4549,5944.03,22.722922,75.861356
465,465727,370.6,-16,-15.381,1,0.9971,0,0.1389,0.7949,CBC,0,9.3552,6.6997,6.4562,5943.31,22.722826,75.861288
466,466730,365.52,-20,-16.767,1,0.998,0,0.1389,0.794,CBC,0,9.3559,6.7004,6.4569,5945.11,22.722775,75.861273
467,467730,370.15,-19,-17.437,1,0.9986,0,0.1389,0.799,CBC,0,9.3552,6.6995,6.456,5942.08,22.722815,75.861315
468,468733,368.16,-14,-16.406,1,0.999,0,0.1389,0.7966,CBC,0,9.356,6.7003,6.4568,5944.05,22.722806,75.861311
469,469733,367.59,-15,-15.984,1,0.9993,0,0.1389,0.8017,CBC,0,9.3551,6.6992,6.4558,5943.8,22.722795,75.86127
470,470734,378.71,-17,-16.289,1,0.9995,0,0.1389,0.7891,CBC,0,9.3578,6.7025,6.4589,5945.21,22.722889,75.861402
471,471736,363.43,-17,-16.502,1,0.9997,0,0.1389,0.7859,CBC,0,9.3585,6.7033,6.4598,5943.35,22.722772,75.86125
472,472738,357.3,-17,-16.652,1,0.9998,0,0.1389,0.7861,CBC,0,9.3585,6.7033,6.4598,5946.38,22.722707,75.861164
473,473738,371.85,-14,-15.856,1,0.9998,0,0.1389,0.7877,CBC,0,9.3582,6.703,6.4594,5944.03,22.722845,75.861324
474,474740,381.43,-14,-15.299,1,0.9999,0,0.1389,0.7829,CBC,0,9.3592,6.7042,6.4606,5945.28,22.722923,75.861438
475,475741,377.88,-13,-14.609,1,0.9999,0,0.1389,0.7829,CBC,0,9.3593,6.7042,6.4607,5947.12,22.722914,75.861386
476,476742,374.89,-19,-15.927,1,0.9999,0,0.1389,0.7823,CBC,0,9.3594,6.7044,6.4608,5944.43,22.722844,75.86133
477,477743,378.43,-13,-15.049,1,1,0,0.1389,0.7815,CBC,0,9.3596,6.7046,6.461,5942.93,22.722908,75.861366
478,478746,366.04,-20,-16.534,1,1,0,0.1389,0.7832,GCM,0,9.3592,6.7042,6.4606,5759.32,22.722785,75.861253
479,479748,378.24,-16,-16.374,1,1,0,0.1389,0.7904,CBC,0,9.3577,6.7024,6.4589,5945.29,22.722908,75.861369
480,480748,370.46,-18,-16.862,1,1,0,0.1389,0.7845,CBC,0,9.359,6.7039,6.4603,5943.89,22.722806,75.861315
481,481751,377.48,-14,-16.003,1,1,0,0.1389,0.7871,CBC,0,9.3584,6.7032,6.4597,5943.79,22.722903,75.86138
482,482751,376.16,-18,-16.602,1,1,0,0.1389,0.7856,CBC,0,9.3587,6.7036,6.46,5944.61,22.722874,75.861371
483,483752,368.93,-17,-16.722,1,1,0,0.1389,0.7816,CBC,0,9.3596,6.7046,6.461,5945.65,22.722828,75.861302
484,484754,376.33,-20,-17.705,1,1,0,0.1389,0.7772,CBC,0,9.3604,6.7057,6.4621,5945.14,22.722899,75.861367
485,485755,373.64,-18,-17.794,1,1,0,0.1389,0.7814,CBC,0,9.3596,6.7047,6.4611,5946.96,22.722857,75.861337
486,486755,377.77,-17,-17.555,1,1,0,0.1389,0.779,CBC,0,9.3601,6.7052,6.4616,5944.28,22.722883,75.86139
487,487756,386.8,-16,-17.089,1,1,0,0.1389,0.7808,CBC,0,9.3597,6.7048,6.4612,5942.56,22.722997,75.861461
488,488759,384.43,-17,-17.062,1,1,0,0.1389,0.7788,CBC,0,9.3601,6.7053,6.4617,5947.11,22.722951,75.861434
489,489762,383.93,-16,-16.744,1,1,0,0.1389,0.7814,CBC,0,9.3596,6.7046,6.461,5944.17,22.722939,75.861445
490,490762,376.7,-20,-17.72,1,1,0,0.1389,0.783,CBC,0,9.3593,6.7043,6.4607,5944.57,22.722881,75.861347
491,491764,374.67,-16,-17.204,1,1,0,0.1389,0.7704,CBC,0,9.3618,6.7074,6.4637,5945.47,22.722888,75.861357
492,492766,370.69,-15,-16.543,1,1,0,0.1389,0.7666,CBC,0,9.3626,6.7084,6.4646,5943.69,22.722802,75.86131
493,493767,375.73,-17,-16.68,1,1,0,0.1389,0.7812,CBC,0,9.3596,6.7047,6.4611,5941.33,22.722882,75.861373
494,494768,379.25,-15,-16.176,1,1,0,0.1389,0.7848,CBC,0,9.3589,6.7038,6.4602,5943.39,22.722873,75.861397
495,495769,385.93,-18,-16.723,1,1,0,0.1389,0.7734,CBC,0,9.3612,6.7067,6.463,5941.28,22.722968,75.861455
496,496770,392.62,-18,-17.106,1,1,0,0.1389,0.7829,CBC,0,9.3593,6.7043,6.4607,5943.92,22.723042,75.861531
497,497771,372.28,-11,-15.274,1,1,0,0.1389,0.7809,CBC,0,9.3597,6.7048,6.4612,5944.38,22.722817,75.861326
498,498775,392.51,-16,-15.492,1,1,0,0.1389,0.7775,GCM,0,9.3604,6.7056,6.462,5758.9,22.723039,75.861536
499,499777,378.01,-14,-15.044,1,1,0,0.1389,0.771,CBC,0,9.3617,6.7072,6.4636,5944.21,22.722893,75.861388
500,500781,373.38,-16,-15.331,1,1,0,0.1389,0.7787,CBC,0,9.3601,6.7053,6.4617,5942.18,22.722858,75.861329
501,501783,386.85,-17,-15.832,1,1,0,0.1389,0.776,CBC,0,9.3607,6.706,6.4624,5945.25,22.722985,75.861489
502,502786,388.04,-15,-15.582,1,1,0,0.1389,0.7738,CBC,0,9.3612,6.7066,6.4629,5943.86,22.722995,75.861505
503,503786,395.92,-19,-16.608,1,1,0,0.1389,0.7702,CBC,0,9.3619,6.7074,6.4638,5945.65,22.723058,75.861574
504,504787,394.68,-13,-15.525,1,1,0,0.1389,0.7753,CBC,0,9.3608,6.7062,6.4625,5942.19,22.723047,75.861544
505,505788,391.34,-11,-14.168,1,1,0,0.1389,0.7695,CBC,0,9.362,6.7076,6.4639,5945.34,22.723011,75.86149
506,506788,395.94,-12,-13.517,1,1,0,0.1389,0.7738,CBC,0,9.3611,6.7065,6.4629,5944.53,22.723084,75.861565
507,507789,383.01,-10,-12.462,1,1,0,0.1389,0.7734,CBC,0,9.3612,6.7066,6.463,5945.76,22.722949,75.861422
508,508789,395.76,-14,-12.924,1,1,0,0.1389,0.7822,CBC,0,9.3594,6.7045,6.4609,5942.06,22.723078,75.861552
509,509791,390.53,-11,-12.346,1,1,0,0.1389,0.7756,CBC,0,9.3608,6.7061,6.4625,5945.27,22.723025,75.861511
510,510792,394.12,-15,-13.143,1,1,0,0.1389,0.7791,CBC,0,9.3601,6.7052,6.4616,5943.24,22.723043,75.861551
511,511796,387.03,-18,-14.6,1,1,0,0.1389,0.7773,CBC,0,9.3604,6.7057,6.462,5944.45,22.722996,75.861481
512,512797,397.83,-13,-14.12,1,1,0,0.1389,0.7802,CBC,0,9.3598,6.7049,6.4613,5943.28,22.723085,75.86158
513,513797,386.9,-10,-12.884,1,1,0,0.1389,0.7791,CBC,0,9.3601,6.7052,6.4616,5947.77,22.722966,75.861479
514,514799,385.13,-12,-12.619,1,1,0,0.1389,0.7753,CBC,0,9.3608,6.7062,6.4625,5946.64,22.72295,75.861436
515,515799,399.43,-15,-13.333,1,1,0,0.1389,0.7737,CBC,0,9.3612,6.7066,6.4629,5944.73,22.723088,75.86159
516,516801,389.86,-16,-14.133,1,1,0,0.1389,0.7786,CBC,0,9.3602,6.7053,6.4617,5942.27,22.723006,75.861529
517,517802,392.42,-14,-14.093,1,1,0,0.1389,0.7809,CBC,0,9.3597,6.7048,6.4612,5942.6,22.72303,75.861527
518,518804,387.42,-10,-12.865,1,1,0,0.1389,0.7732,GCM,0,9.3613,6.7067,6.463,5760.39,22.722991,75.861483
519,519805,388.05,-10,-12.006,1,1,0,0.1389,0.7865,CBC,0,9.3586,6.7034,6.4598,5945.1,22.722968,75.861477
520,520807,399.61,-16,-13.204,1,1,0,0.1389,0.7728,CBC,0,9.3614,6.7068,6.4631,5943.62,22.723071,75.861607
521,521810,401.7,-11,-12.543,1,1,0,0.1389,0.7684,CBC,0,9.3622,6.7079,6.4642,5944.37,22.723109,75.861599
522,522813,395.22,-16,-13.58,1,1,0,0.1389,0.78,CBC,0,9.3599,6.705,6.4614,5943.07,22.723045,75.861567
523,523815,407.65,-11,-12.806,1,1,0,0.1389,0.7662,CBC,0,9.3627,6.7084,6.4647,5941.12,22.723194,75.861665
524,524817,406.4,-11,-12.264,0,0.7,0,0.1389,0.7738,CBC,0,1.793,1.5415,2.2886,989.5,22.723147,75.861649
525,525818,397.85,-14,-12.785,1,0.79,0,0.1389,0.7713,CBC,0,2.4776,2.0202,4.6238,1414.57,22.723076,75.86155
526,526819,407.22,-14,-13.149,1,0.853,0,0.1389,0.7688,CBC,0,3.4193,2.6678,6.3833,2021.84,22.723148,75.861701
527,527822,396.09,-14,-13.405,1,0.8971,0,0.1389,0.773,CBC,0,4.7377,3.5656,6.4065,2886.07,22.723044,75.861581
528,528825,401.28,-11,-12.683,1,0.928,0,0.1389,0.7738,CBC,0,6.6045,4.8319,6.4233,4127.15,22.723105,75.861599
529,529825,391.21,-16,-13.678,1,0.9496,0,0.1389,0.7679,CBC,0,9.2604,6.6302,6.4366,5896.44,22.722992,75.861524
530,530829,398.57,-14,-13.775,1,0.9647,0,0.1389,0.7642,CBC,0,9.3437,6.6895,6.4458,5944.78,22.723093,75.861582
531,531831,402.7,-12,-13.242,1,0.9753,0,0.1389,0.7713,CBC,0,9.3481,6.6936,6.4499,5943.87,22.723128,75.861581
532,532832,403.89,-14,-13.47,1,0.9827,0,0.1389,0.7709,CBC,0,9.3522,6.6978,6.4541,5944.8,22.723142,75.861642
533,533834,392.76,-15,-13.929,1,0.9879,0,0.1389,0.7618,CBC,0,9.3569,6.7029,6.4591,5946.16,22.72301,75.861514
534,534836,401.83,-15,-14.25,1,0.9915,0,0.1389,0.7613,CBC,0,9.359,6.705,6.4613,5945.23,22.723129,75.861623
535,535838,407.3,-14,-14.175,1,0.9941,0,0.1389,0.769,CBC,0,9.3589,6.7045,6.4608,5942.87,22.723143,75.861658
536,536840,403.34,-12,-13.523,1,0.9958,0,0.1389,0.7649,CBC,0,9.3607,6.7065,6.4628,5942.48,22.723124,75.861619
537,537842,409.56,-12,-13.066,1,0.9971,0,0.1389,0.7681,CBC,0,9.3607,6.7064,6.4627,5947.14,22.723216,75.861691
538,538846,393.49,-10,-12.146,1,0.998,0,0.1389,0.7706,GCM,0,9.3607,6.7062,6.4625,5758.81,22.723055,75.861512
539,539846,399.4,-16,-13.302,1,0.9986,0,0.1389,0.7597,CBC,0,9.3632,6.7093,6.4655,5943.32,22.723081,75.861587
540,540849,402.87,-15,-13.812,1,0.999,0,0.1389,0.7633,CBC,0,9.3627,6.7086,6.4649,5944.69,22.723102,75.861622
541,541850,406.42,-11,-12.968,1,0.9993,0,0.1389,0.7689,CBC,0,9.3618,6.7074,6.4637,5945.91,22.723136,75.861641
542,542851,403.09,-11,-12.378,1,0.9995,0,0.1389,0.765,CBC,0,9.3627,6.7085,6.4648,5944.98,22.723126,75.861646
543,543856,391.65,-10,-11.664,1,0.9997,0,0.1389,0.7579,CBC,0,9.3642,6.7103,6.4666,5946.01,22.723027,75.86151
544,544857,404,-11,-11.465,1,0.9998,0,0.1389,0.7696,CBC,0,9.3619,6.7075,6.4638,5946.35,22.723105,75.861624
545,545859,410.97,-13,-11.926,1,0.9998,0,0.1389,0.764,CBC,0,9.363,6.7089,6.4652,5942.49,22.723202,75.861688
546,546860,408.41,-15,-12.848,1,0.9999,0,0.1389,0.7595,CBC,0,9.364,6.7101,6.4663,5944.87,22.723169,75.861679
547,547863,409.97,-19,-14.694,1,0.9999,0,0.1389,0.7531,CBC,0,9.3653,6.7117,6.4679,5947.08,22.723168,75.861699
548,548866,416.78,-11,-13.585,1,0.9999,0,0.1389,0.7592,CBC,0,9.3641,6.7102,6.4664,5946.98,22.723234,75.861745
549,549867,416.67,-12,-13.11,1,1,0,0.1389,0.7656,CBC,0,9.3628,6.7086,6.4649,5943.45,22.723223,75.861744
550,550868,415.45,-10,-12.177,0,0.7,0,0.1389,0.7621,CBC,0,1.7953,1.5444,2.2911,989.9,22.723243,75.861749
551,551868,407.28,-13,-12.424,1,0.79,0,0.1389,0.7565,CBC,0,2.4804,2.0238,4.6262,1413.11,22.723167,75.861643
552,552871,415.13,-14,-12.897,1,0.853,0,0.1389,0.7559,CBC,0,3.4216,2.6708,6.3864,2022.02,22.723227,75.861749
553,553871,410.46,-18,-14.428,1,0.8971,0,0.1389,0.7623,CBC,0,4.7394,3.568,6.4091,2886.43,22.72319,75.861684
554,554873,404.69,-10,-13.099,0,0.628,0,0.1389,0.7617,CBC,0,1.4692,1.3113,1.6943,799.8,22.723166,75.861642
555,555876,420.51,-10,-12.17,0,0.4396,0,0.1389,0.7609,CBC,0,0.9644,0.9368,1.0335,528.4,22.723292,75.861772
556,556878,407.06,-11,-11.819,1,0.6077,0,0.1389,0.7615,CBC,0,1.3964,1.2586,1.5834,757.2,22.723173,75.861644
557,557879,415.37,-12,-11.873,1,0.7254,0,0.1389,0.7665,CBC,0,1.9454,1.6498,2.6421,1081.77,22.723247,75.861745
558,558880,416.4,-11,-11.611,0,0.5078,0,0.0972,0.757,GCM,0,1.1125,1.0495,1.0891,729.21,22.723251,75.861739
559,559881,424.31,-11,-11.428,1,0.6554,0,0.0972,0.761,CBC,0,1.5797,1.3909,1.6088,860.63,22.723308,75.861817
560,560882,420.88,-10,-10.999,1,0.7588,0,0.0972,0.7657,CBC,0,2.1881,1.8198,2.5086,1230.4,22.723281,75.861812
561,561884,417.41,-14,-11.9,1,0.8312,0,0.0972,0.7644,CBC,0,3.0174,2.3929,4.5898,1762.1,22.723232,75.861739
562,562885,420.52,-10,-11.33,1,0.8818,0,0.0972,0.7643,CBC,0,4.1728,3.1824,6.371,2511.96,22.723293,75.861788
563,563886,413.96,-11,-11.231,1,0.9173,0,0.0972,0.7534,CBC,0,5.8053,4.2925,6.3932,3594.09,22.723205,75.86176
564,564888,414.42,-13,-11.762,1,0.9421,0,0.0972,0.7534,CBC,0,8.12,5.8603,6.4068,5133.94,22.723212,75.861759
565,565890,426.93,-14,-12.433,1,0.9595,0,0.0972,0.761,CBC,0,9.3414,6.6874,6.4145,5944.76,22.723324,75.861854
566,566891,419.11,-15,-13.203,1,0.9716,0,0.0972,0.7588,CBC,0,9.3486,6.6947,6.4218,5946.35,22.723276,75.861785
567,567892,413.83,-10,-12.242,1,0.9801,0,0.0972,0.7494,CBC,0,9.3552,6.7017,6.4287,5947,22.72321,75.861755
568,568893,421.58,-16,-13.37,1,0.9861,0,0.0972,0.7563,CBC,0,9.3571,6.7033,6.4303,5943.23,22.723295,75.861806
569,569895,414.52,-15,-13.859,1,0.9903,0,0.0972,0.7635,CBC,0,9.3579,6.7038,6.4309,5943.7,22.723207,75.861718
570,570896,428.42,-13,-13.601,1,0.9932,0,0.0972,0.7569,CBC,0,9.3608,6.707,6.4341,5944.44,22.723363,75.861852
571,571897,404.52,-12,-13.121,1,0.9952,0,0.0972,0.7566,CBC,0,9.362,6.7082,6.4353,5942.5,22.723154,75.86162
572,572900,417.99,-10,-12.185,1,0.9967,0,0.0972,0.751,CBC,0,9.3639,6.7104,6.4374,5944,22.723258,75.861757
573,573902,412.97,-13,-12.429,1,0.9977,0,0.0972,0.7607,CBC,0,9.3625,6.7085,6.4356,5944.09,22.723227,75.861725
574,574904,413.3,-12,-12.3,1,0.9984,0,0.0972,0.748,CBC,0,9.3655,6.7121,6.4391,5944.71,22.723207,75.861729
575,575906,393.65,-13,-12.51,1,0.9989,0,0.0972,0.7559,CBC,0,9.3642,6.7104,6.4374,5946.6,22.72306,75.861538
576,576908,412.55,-15,-13.257,1,0.9992,0,0.0972,0.7574,CBC,0,9.364,6.7102,6.4372,5944.76,22.723184,75.861714
577,577908,405.17,-12,-12.88,1,0.9994,0,0.0972,0.7575,CBC,0,9.3642,6.7103,6.4374,5943.95,22.723098,75.861656
578,578909,408.63,-7,-11.116,1,0.9996,0,0.0972,0.7572,GCM,0,9.3643,6.7105,6.4375,5759.97,22.723146,75.861692
579,579911,409.92,-11,-11.081,1,0.9997,0,0.0972,0.7627,CBC,0,9.3633,6.7092,6.4363,5942.8,22.723182,75.861697
580,580912,402.39,-11,-11.057,1,0.9998,0,0.0972,0.7661,CBC,0,9.3626,6.7084,6.4355,5944.05,22.723126,75.861604
581,581913,402.02,-11,-11.04,1,0.9999,0,0.0972,0.7535,CBC,0,9.3652,6.7115,6.4386,5943.45,22.723119,75.861609
582,582915,381.5,-12,-11.328,1,0.9999,0,0.0972,0.7574,CBC,0,9.3644,6.7106,6.4376,5943.31,22.722932,75.861425
583,583920,400.97,-14,-12.13,1,0.9999,0,0.0972,0.7606,CBC,0,9.3638,6.7098,6.4369,5945.9,22.723096,75.861606
584,584921,388.59,-14,-12.691,1,1,0,0.0972,0.752,CBC,0,9.3656,6.712,6.439,5944.21,22.72301,75.861476
585,585923,398.97,-12,-12.483,1,1,0,0.0972,0.7508,CBC,0,9.3658,6.7123,6.4393,5944.22,22.72307,75.861596
586,586923,385.81,-9,-11.438,1,1,0,0.0972,0.762,CBC,0,9.3635,6.7095,6.4366,5942.76,22.722992,75.86146
587,587924,391.01,-15,-12.507,1,1,0,0.0972,0.7558,CBC,0,9.3648,6.711,6.4381,5945.09,22.72303,75.861517
588,588925,401.92,-11,-12.055,1,1,0,0.0972,0.7543,CBC,0,9.3651,6.7114,6.4384,5941.3,22.723113,75.861645
589,589927,386.73,-11,-11.738,1,1,0,0.0972,0.7549,CBC,0,9.365,6.7113,6.4383,5943.16,22.722984,75.861449
590,590930,378.57,-9,-10.917,1,1,0,0.0972,0.7486,CBC,0,9.3663,6.7129,6.4398,5941.64,22.722912,75.861386
591,591932,383.32,-11,-10.942,1,1,0,0.0972,0.7598,CBC,0,9.364,6.71,6.4371,5946.56,22.722932,75.861448
592,592933,383.39,-13,-11.559,1,1,0,0.0972,0.7545,CBC,0,9.3651,6.7114,6.4384,5942.93,22.72297,75.861437
593,593935,373.92,-10,-11.091,1,1,0,0.0972,0.7541,CBC,0,9.3652,6.7115,6.4385,5943.23,22.722871,75.861352
594,594935,377.18,-9,-10.464,1,1,0,0.0972,0.7513,CBC,0,9.3657,6.7122,6.4392,5944.61,22.722899,75.861379
595,595937,371.83,-12,-10.925,1,1,0,0.0972,0.75,CBC,0,9.366,6.7125,6.4395,5941.49,22.722824,75.861327
596,596940,377.3,-15,-12.147,1,1,0,0.0972,0.7523,CBC,0,9.3655,6.7119,6.4389,5942.05,22.722895,75.86138
597,597940,392.88,-14,-12.703,1,1,0,0.0972,0.7481,CBC,0,9.3664,6.713,6.4399,5941.37,22.723044,75.861534
598,598942,381.21,-12,-12.492,1,1,0,0.0972,0.7518,GCM,0,9.3656,6.712,6.439,5760.35,22.722907,75.861399
599,599943,379.49,-16,-13.545,1,1,0,0.0972,0.7451,CBC,0,9.367,6.7137,6.4407,5946.36,22.722896,75.86141
600,600944,372.6,-10,-12.481,1,1,0,0.0972,0.7472,CBC,0,9.3666,6.7132,6.4402,5944.27,22.722842,75.861326
601,601945,359.36,-10,-11.737,1,1,0,0.0972,0.7476,CBC,0,9.3665,6.7131,6.4401,5942.24,22.722725,75.861174
602,602948,362.69,-13,-12.116,1,1,0,0.0972,0.7464,CBC,0,9.3667,6.7134,6.4403,5947.31,22.722761,75.861231
603,603949,361.61,-12,-12.081,1,1,0,0.0972,0.7536,CBC,0,9.3653,6.7116,6.4386,5943.35,22.722739,75.861201
604,604951,359.76,-11,-11.757,1,1,0,0.0972,0.7489,CBC,0,9.3662,6.7128,6.4397,5945.38,22.722744,75.86121
605,605951,367.48,-9,-10.93,0,0.7,0,0.0972,0.7471,CBC,0,1.7985,1.5482,1.895,991.3,22.722804,75.861259
606,606951,358.44,-12,-11.251,1,0.79,0,0.0972,0.7456,CBC,0,2.4828,2.0267,3.0892,1416,22.722726,75.8612
607,607953,361.67,-10,-10.876,1,0.853,0,0.0972,0.7404,CBC,0,3.4251,2.6749,6.361,2018.28,22.722758,75.861224
608,608956,365.13,-13,-11.513,1,0.8971,0,0.0972,0.7458,CBC,0,4.7432,3.5724,6.3839,2888.73,22.722784,75.861244
609,609957,361.94,-12,-11.659,1,0.928,0,0.0972,0.7478,CBC,0,6.6098,4.8384,6.4004,4124.91,22.722736,75.861215
610,610959,351.69,-10,-11.161,1,0.9496,0,0.0972,0.7461,CBC,0,9.2649,6.6357,6.4127,5894.12,22.722688,75.861123
611,611960,344.28,-10,-10.813,1,0.9647,0,0.0972,0.7532,CBC,0,9.3459,6.6923,6.4193,5945.65,22.722592,75.861066
612,612960,354.01,-13,-11.469,1,0.9753,0,0.0972,0.7489,CBC,0,9.3526,6.6992,6.4262,5944.35,22.722693,75.861122
613,613963,346.83,-7,-10.128,0,0.6827,0,0.0972,0.7392,CBC,0,1.7099,1.4862,1.7747,938.61,22.72262,75.861087
614,614963,342.15,-11,-10.39,1,0.7779,0,0.0972,0.7434,CBC,0,2.3613,1.9427,2.8331,1337.68,22.722572,75.861023
615,615967,348.75,-10,-10.273,1,0.8445,0,0.0972,0.7401,CBC,0,3.2557,2.559,5.5347,1910.23,22.722653,75.861105
616,616969,342.29,-9,-9.891,1,0.8912,0,0.0972,0.7463,CBC,0,4.5046,3.4101,6.3805,2732.02,22.722607,75.861011
617,617970,343.13,-7,-9.024,1,0.9238,0,0.0972,0.7437,CBC,0,6.2722,4.6101,6.3991,3902.92,22.722577,75.861041
