Sequence,Mode,Temperature,Pressure,Latitude,Longitude,SNR,PER,AuthFail,Policy,PerRadio,PerAuth,Battery,SelectedMode,Cost
474,0,25.93,0.0,22.7596,75.8255,9,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3816
475,0,25.3,0.0,22.7596,75.8255,7,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3815
476,0,25.92,0.0,22.7596,75.8255,9,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3815
477,0,25.34,0.0,22.7596,75.8255,8,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3814
478,0,26.2,0.0,22.7596,75.8255,8,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3813
479,0,25.82,0.0,22.7596,75.8255,7,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3812
480,0,25.36,0.0,22.7596,75.8255,9,0.074,0.0,BestEffort,0.075,0.0,1.0,CTR,0.3811
481,0,26.24,0.0,22.7596,75.8255,9,0.074,0.0,BestEffort,0.075,0.0,1.0,CTR,0.381
482,0,25.34,0.0,22.7596,75.8255,9,0.074,0.0,BestEffort,0.075,0.0,1.0,CTR,0.3809
483,0,25.43,0.0,22.7596,75.8255,9,0.074,0.0,BestEffort,0.075,0.0,1.0,CTR,0.3808
484,0,26.19,0.0,22.7596,75.8255,9,0.074,0.0,BestEffort,0.075,0.0,1.0,CTR,0.3807
485,0,25.36,0.0,22.7595,75.8255,5,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3818
486,0,25.64,0.0,22.7595,75.8255,7,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3817
487,0,26.12,0.0,22.7595,75.8255,0,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3817
488,0,26.21,0.0,22.7595,75.8255,3,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3816
489,0,26.09,0.0,22.7595,75.8255,-4,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3815
490,0,25.64,0.0,22.7595,75.8255,-4,0.074,0.0,BestEffort,0.076,0.0,1.0,CTR,0.3814
491,0,26.05,0.0,22.7595,75.8255,1,0.078,0.0,BestEffort,0.077,0.0,1.0,CTR,0.3825
492,0,26.11,0.0,22.7595,75.8255,-3,0.078,0.0,BestEffort,0.077,0.0,1.0,CTR,0.3824
493,0,25.31,0.0,22.7595,75.8255,0,0.078,0.0,BestEffort,0.077,0.0,1.0,CTR,0.3823
494,0,25.6,0.0,22.7595,75.8255,0,0.078,0.0,BestEffort,0.077,0.0,1.0,CTR,0.3822
495,0,26.1,0.0,22.7595,75.8255,0,0.078,0.0,BestEffort,0.077,0.0,1.0,CTR,0.3821
496,0,26.2,0.0,22.7595,75.8255,-6,0.078,0.0,BestEffort,0.077,0.0,1.0,CTR,0.382
497,0,25.74,0.0,22.7595,75.8255,-5,0.078,0.0,BestEffort,0.079,0.0,1.0,CTR,0.3843
498,0,25.62,0.0,22.7596,75.8255,-6,0.086,0.0,BestEffort,0.086,0.0,1.0,CTR,0.3903
499,0,25.58,0.0,22.7596,75.8255,-6,0.086,0.0,BestEffort,0.086,0.0,1.0,CTR,0.3902
500,0,25.33,0.0,22.7596,75.8255,-8,0.086,0.0,BestEffort,0.086,0.0,1.0,CTR,0.3901
501,0,25.86,0.0,22.7596,75.8255,-4,0.094,0.0,BestEffort,0.093,0.0,1.0,CTR,0.396
502,0,26.13,0.0,22.7595,75.8255,-5,0.094,0.0,BestEffort,0.093,0.0,1.0,CTR,0.3959
503,0,25.83,0.0,22.7595,75.8256,0,0.094,0.0,BestEffort,0.093,0.0,1.0,CTR,0.3958
504,0,26.09,0.0,22.7595,75.8256,-7,0.094,0.0,BestEffort,0.093,0.0,1.0,CTR,0.3956
505,0,25.49,0.0,22.7595,75.8256,-6,0.094,0.0,BestEffort,0.094,0.0,1.0,CTR,0.3967
506,0,25.5,0.0,22.7594,75.8256,-6,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4123
507,0,25.87,0.0,22.7595,75.8256,-7,0.113,0.0,BestEffort,0.112,0.0,1.0,CTR,0.4122
508,0,25.58,0.0,22.7595,75.8256,-7,0.113,0.0,BestEffort,0.112,0.0,1.0,CTR,0.4121
509,0,25.52,0.0,22.7595,75.8256,-4,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4131
510,0,25.85,0.0,22.7595,75.8256,0,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.413
511,0,25.69,0.0,22.7595,75.8256,0,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4129
512,0,25.87,0.0,22.7595,75.8256,-4,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4127
513,0,25.33,0.0,22.7594,75.8256,-2,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4126
514,0,25.77,0.0,22.7594,75.8256,-3,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4124
515,0,26.01,0.0,22.7594,75.8256,-1,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4123
516,0,25.64,0.0,22.7594,75.8256,-3,0.113,0.0,BestEffort,0.112,0.0,1.0,CTR,0.4122
517,0,25.35,0.0,22.7594,75.8256,-2,0.113,0.0,BestEffort,0.112,0.0,1.0,CTR,0.412
518,0,25.4,0.0,22.7594,75.8256,-3,0.113,0.0,BestEffort,0.112,0.0,1.0,CTR,0.4119
519,0,26.16,0.0,22.7594,75.8256,-2,0.113,0.0,BestEffort,0.112,0.0,1.0,CTR,0.4118
520,0,25.31,0.0,22.7594,75.8256,-3,0.109,0.0,BestEffort,0.112,0.0,1.0,CTR,0.4116
521,0,26.03,0.0,22.7594,75.8256,-3,0.109,0.0,BestEffort,0.112,0.0,1.0,CTR,0.4115
522,0,25.49,0.0,22.7594,75.8256,-3,0.109,0.0,BestEffort,0.111,0.0,1.0,CTR,0.4114
523,0,25.61,0.0,22.7594,75.8256,-3,0.109,0.0,BestEffort,0.111,0.0,1.0,CTR,0.4112
524,0,26.24,0.0,22.7594,75.8256,-4,0.109,0.0,BestEffort,0.111,0.0,1.0,CTR,0.4111
525,0,25.53,0.0,22.7594,75.8256,-4,0.109,0.0,BestEffort,0.111,0.0,1.0,CTR,0.411
526,0,26.06,0.0,22.7594,75.8256,-4,0.109,0.0,BestEffort,0.111,0.0,1.0,CTR,0.4108
527,0,26.21,0.0,22.7594,75.8256,-4,0.109,0.0,BestEffort,0.111,0.0,1.0,CTR,0.4107
528,0,25.98,0.0,22.7594,75.8256,-2,0.109,0.0,BestEffort,0.11,0.0,1.0,CTR,0.4106
529,0,25.92,0.0,22.7594,75.8256,-2,0.109,0.0,BestEffort,0.11,0.0,1.0,CTR,0.4105
530,0,26.23,0.0,22.7594,75.8256,-3,0.109,0.0,BestEffort,0.11,0.0,1.0,CTR,0.4103
531,0,26.23,0.0,22.7594,75.8256,-4,0.109,0.0,BestEffort,0.11,0.0,1.0,CTR,0.4102
532,0,25.64,0.0,22.7594,75.8256,-2,0.109,0.0,BestEffort,0.11,0.0,1.0,CTR,0.4101
533,0,25.92,0.0,22.7594,75.8256,-4,0.109,0.0,BestEffort,0.11,0.0,1.0,CTR,0.4099
534,0,26.27,0.0,22.7593,75.8256,-3,0.109,0.0,BestEffort,0.11,0.0,1.0,CTR,0.4098
535,0,25.96,0.0,22.7593,75.8256,-1,0.109,0.0,BestEffort,0.109,0.0,1.0,CTR,0.4097
536,0,26.23,0.0,22.7593,75.8256,-2,0.109,0.0,BestEffort,0.109,0.0,1.0,CTR,0.4096
537,0,25.31,0.0,22.7593,75.8256,-1,0.109,0.0,BestEffort,0.109,0.0,1.0,CTR,0.4094
538,0,26.29,0.0,22.7593,75.8256,-5,0.109,0.0,BestEffort,0.109,0.0,1.0,CTR,0.4093
539,0,26.27,0.0,22.7593,75.8256,-7,0.109,0.0,BestEffort,0.109,0.0,1.0,CTR,0.4092
540,0,26.07,0.0,22.7593,75.8256,-6,0.109,0.0,BestEffort,0.109,0.0,1.0,CTR,0.4091
541,0,26.1,0.0,22.7593,75.8256,-7,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4124
542,0,25.33,0.0,22.7593,75.8256,-5,0.113,0.0,BestEffort,0.112,0.0,1.0,CTR,0.4123
543,0,25.76,0.0,22.7593,75.8256,-5,0.113,0.0,BestEffort,0.112,0.0,1.0,CTR,0.4121
544,0,26.03,0.0,22.7593,75.8256,-6,0.113,0.0,BestEffort,0.112,0.0,1.0,CTR,0.412
545,0,25.53,0.0,22.7593,75.8256,-5,0.113,0.0,BestEffort,0.115,0.0,1.0,CTR,0.4142
546,0,26.05,0.0,22.7593,75.8256,-7,0.113,0.0,BestEffort,0.115,0.0,1.0,CTR,0.4141
547,0,25.49,0.0,22.7593,75.8256,-8,0.113,0.0,BestEffort,0.114,0.0,1.0,CTR,0.4139
548,0,25.62,0.0,22.7593,75.8256,-6,0.113,0.0,BestEffort,0.114,0.0,1.0,CTR,0.4138
549,0,25.78,0.0,22.7593,75.8256,-8,0.113,0.0,BestEffort,0.114,0.0,1.0,CTR,0.4137
550,0,25.32,0.0,22.7593,75.8256,-6,0.113,0.0,BestEffort,0.114,0.0,1.0,CTR,0.4135
551,0,25.83,0.0,22.7593,75.8256,-4,0.113,0.0,BestEffort,0.114,0.0,1.0,CTR,0.4134
552,0,25.95,0.0,22.7593,75.8256,-2,0.113,0.0,BestEffort,0.114,0.0,1.0,CTR,0.4133
553,0,25.85,0.0,22.7593,75.8256,-6,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4131
554,0,26.07,0.0,22.7593,75.8256,-2,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.413
555,0,26.23,0.0,22.7593,75.8256,-2,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4129
556,0,26.01,0.0,22.7593,75.8256,2,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4128
557,0,25.69,0.0,22.7593,75.8256,0,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4126
558,0,25.65,0.0,22.7593,75.8256,0,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4125
559,0,25.83,0.0,22.7593,75.8256,-2,0.113,0.0,BestEffort,0.114,0.0,1.0,CTR,0.4135
560,0,26.28,0.0,22.7593,75.8256,-5,0.113,0.0,BestEffort,0.114,0.0,1.0,CTR,0.4134
561,0,25.38,0.0,22.7593,75.8256,-5,0.113,0.0,BestEffort,0.114,0.0,1.0,CTR,0.4132
562,0,25.85,0.0,22.7593,75.8256,-3,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4131
563,0,25.98,0.0,22.7593,75.8256,-5,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.413
564,0,25.39,0.0,22.7593,75.8256,-5,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4129
565,0,25.63,0.0,22.7593,75.8256,-5,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4127
566,0,26.01,0.0,22.7593,75.8256,-6,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4126
567,0,25.77,0.0,22.7593,75.8256,-7,0.113,0.0,BestEffort,0.113,0.0,1.0,CTR,0.4125
568,0,25.36,0.0,22.7593,75.8256,-8,0.117,0.0,BestEffort,0.118,0.0,1.0,CTR,0.4168
569,0,25.77,0.0,22.7593,75.8256,-5,0.117,0.0,BestEffort,0.118,0.0,1.0,CTR,0.4167
570,0,25.43,0.0,22.7593,75.8256,-7,0.117,0.0,BestEffort,0.117,0.0,1.0,CTR,0.4166
571,0,25.98,0.0,22.7593,75.8256,-6,0.117,0.0,BestEffort,0.119,0.0,1.0,CTR,0.4176
572,0,26.29,0.0,22.7593,75.8256,-7,0.117,0.0,BestEffort,0.118,0.0,1.0,CTR,0.4174
573,0,26.24,0.0,22.7593,75.8256,-5,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.424
574,0,26.13,0.0,22.7593,75.8256,-1,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.4239
575,0,26.14,0.0,22.7593,75.8256,-6,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.4237
576,0,25.95,0.0,22.7593,75.8256,-5,0.125,0.0,BestEffort,0.127,0.0,1.0,CTR,0.4247
577,0,26.23,0.0,22.7593,75.8256,0,0.125,0.0,BestEffort,0.127,0.0,1.0,CTR,0.4246
578,0,25.56,0.0,22.7593,75.8256,0,0.125,0.0,BestEffort,0.127,0.0,1.0,CTR,0.4244
579,0,26.18,0.0,22.7593,75.8256,-2,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.4243
580,0,25.5,0.0,22.7593,75.8256,-1,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.4241
581,0,25.6,0.0,22.7593,75.8256,-1,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.424
582,0,25.91,0.0,22.7593,75.8256,-1,0.125,0.0,BestEffort,0.127,0.0,1.0,CTR,0.425
583,0,26.25,0.0,22.7593,75.8256,-1,0.125,0.0,BestEffort,0.127,0.0,1.0,CTR,0.4248
584,0,25.31,0.0,22.7593,75.8256,-1,0.125,0.0,BestEffort,0.127,0.0,1.0,CTR,0.4247
585,0,26.28,0.0,22.7593,75.8256,-2,0.125,0.0,BestEffort,0.127,0.0,1.0,CTR,0.4246
586,0,25.33,0.0,22.7593,75.8256,-4,0.125,0.0,BestEffort,0.127,0.0,1.0,CTR,0.4244
587,0,25.84,0.0,22.7593,75.8256,-7,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.4243
588,0,25.33,0.0,22.7593,75.8256,-4,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.4241
589,0,25.85,0.0,22.7593,75.8256,-1,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.424
590,0,25.39,0.0,22.7593,75.8256,-3,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.4239
591,0,25.52,0.0,22.7593,75.8256,3,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.4237
592,0,26.23,0.0,22.7593,75.8256,2,0.125,0.0,BestEffort,0.126,0.0,1.0,CTR,0.4236
593,0,25.78,0.0,22.7593,75.8256,3,0.125,0.0,BestEffort,0.125,0.0,1.0,CTR,0.4234
594,0,25.68,0.0,22.7593,75.8256,2,0.125,0.0,BestEffort,0.125,0.0,1.0,CTR,0.4233
595,0,25.87,0.0,22.7593,75.8256,2,0.125,0.0,BestEffort,0.125,0.0,1.0,CTR,0.4232
596,0,26.15,0.0,22.7593,75.8256,2,0.125,0.0,BestEffort,0.125,0.0,1.0,CTR,0.423
597,0,25.48,0.0,22.7593,75.8256,0,0.125,0.0,BestEffort,0.125,0.0,1.0,CTR,0.4229
598,0,25.67,0.0,22.7593,75.8256,-3,0.129,0.0,BestEffort,0.13,0.0,1.0,CTR,0.4271
599,0,25.67,0.0,22.7593,75.8256,-8,0.133,0.0,BestEffort,0.133,0.0,1.0,CTR,0.4303
600,0,26.14,0.0,22.7593,75.8256,-4,0.133,0.0,BestEffort,0.133,0.0,1.0,CTR,0.4301
601,0,26.28,0.0,22.7593,75.8256,-5,0.133,0.0,BestEffort,0.133,0.0,1.0,CTR,0.43
602,0,26.29,0.0,22.7593,75.8256,-7,0.133,0.0,BestEffort,0.133,0.0,1.0,CTR,0.4298
603,0,26.03,0.0,22.7593,75.8256,-3,0.137,0.0,BestEffort,0.136,0.0,1.0,CTR,0.4329
604,0,25.69,0.0,22.7593,75.8256,-6,0.137,0.0,BestEffort,0.136,0.0,1.0,CTR,0.4328
605,0,25.99,0.0,22.7593,75.8256,-7,0.137,0.0,BestEffort,0.136,0.0,1.0,CTR,0.4326
606,0,25.81,0.0,22.7593,75.8256,-5,0.137,0.0,BestEffort,0.136,0.0,1.0,CTR,0.4325
607,0,26.02,0.0,22.7593,75.8256,-5,0.137,0.0,BestEffort,0.136,0.0,1.0,CTR,0.4324
608,0,25.69,0.0,22.7593,75.8256,-9,0.137,0.0,BestEffort,0.138,0.0,1.0,CTR,0.4344
609,0,25.94,0.0,22.7593,75.8256,-5,0.137,0.0,BestEffort,0.138,0.0,1.0,CTR,0.4342
610,0,25.97,0.0,22.7593,75.8256,-4,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4417
611,0,25.71,0.0,22.7593,75.8256,-5,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4415
612,0,25.32,0.0,22.7593,75.8256,-9,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4414
613,0,26.08,0.0,22.7593,75.8256,-7,0.148,0.0,BestEffort,0.147,0.0,1.0,CTR,0.4423
614,0,25.84,0.0,22.7593,75.8256,-6,0.145,0.0,BestEffort,0.147,0.0,1.0,CTR,0.4421
615,0,25.38,0.0,22.7593,75.8256,-7,0.145,0.0,BestEffort,0.147,0.0,1.0,CTR,0.442
616,0,25.3,0.0,22.7593,75.8256,-8,0.145,0.0,BestEffort,0.147,0.0,1.0,CTR,0.4418
617,0,26.16,0.0,22.7593,75.8256,-1,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4417
618,0,25.33,0.0,22.7593,75.8256,2,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4415
619,0,26.02,0.0,22.7593,75.8256,0,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4413
620,0,25.39,0.0,22.7593,75.8256,4,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4412
621,0,25.84,0.0,22.7594,75.8256,1,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.441
622,0,25.34,0.0,22.7594,75.8256,1,0.148,0.0,BestEffort,0.148,0.0,1.0,CTR,0.443
623,0,25.82,0.0,22.7594,75.8257,-5,0.148,0.0,BestEffort,0.148,0.0,1.0,CTR,0.4429
624,0,25.78,0.0,22.7594,75.8257,5,0.148,0.0,BestEffort,0.148,0.0,1.0,CTR,0.4427
625,0,25.64,0.0,22.7594,75.8256,8,0.148,0.0,BestEffort,0.147,0.0,1.0,CTR,0.4425
626,0,25.55,0.0,22.7594,75.8256,9,0.148,0.0,BestEffort,0.147,0.0,1.0,CTR,0.4424
627,0,25.79,0.0,22.7594,75.8256,8,0.145,0.0,BestEffort,0.147,0.0,1.0,CTR,0.4422
628,0,26.13,0.0,22.7594,75.8256,7,0.145,0.0,BestEffort,0.147,0.0,1.0,CTR,0.4421
629,0,25.32,0.0,22.7594,75.8256,8,0.145,0.0,BestEffort,0.147,0.0,1.0,CTR,0.4419
630,0,25.78,0.0,22.7594,75.8256,10,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4418
631,0,25.78,0.0,22.7593,75.8256,9,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4416
632,0,26.02,0.0,22.7593,75.8256,8,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4414
633,0,26.03,0.0,22.7593,75.8256,9,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4413
634,0,25.64,0.0,22.7593,75.8256,10,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.4411
635,0,26.26,0.0,22.7593,75.8256,9,0.145,0.0,BestEffort,0.146,0.0,1.0,CTR,0.441
636,0,26.12,0.0,22.7593,75.8256,11,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4408
637,0,25.38,0.0,22.7593,75.8256,9,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4407
638,0,25.36,0.0,22.7593,75.8256,9,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4405
639,0,25.55,0.0,22.7593,75.8256,8,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4404
640,0,25.62,0.0,22.7593,75.8256,8,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4402
641,0,26.05,0.0,22.7593,75.8256,9,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4401
642,0,26.15,0.0,22.7593,75.8256,9,0.145,0.0,BestEffort,0.144,0.0,1.0,CTR,0.4399
643,0,25.84,0.0,22.7593,75.8256,10,0.145,0.0,BestEffort,0.144,0.0,1.0,CTR,0.4398
644,0,25.9,0.0,22.7593,75.8256,9,0.145,0.0,BestEffort,0.144,0.0,1.0,CTR,0.4396
645,0,25.33,0.0,22.7593,75.8256,9,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4405
646,0,26.21,0.0,22.7593,75.8256,7,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4404
647,0,25.74,0.0,22.7593,75.8256,8,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4402
648,0,26.0,0.0,22.7593,75.8256,8,0.145,0.0,BestEffort,0.145,0.0,1.0,CTR,0.4401
649,0,25.39,0.0,22.7593,75.8256,8,0.145,0.0,BestEffort,0.144,0.0,1.0,CTR,0.4399
650,0,25.55,0.0,22.7593,75.8256,7,0.145,0.0,BestEffort,0.144,0.0,1.0,CTR,0.4398
