Sequence,Mode,Temperature,Pressure,Latitude,Longitude,SNR,PER,AuthFail,Policy,PerRadio,PerAuth,Battery,SelectedMode,Cost,Energy_per_packet_J
397,0,25.53,1013.59,22.719552,75.85771,2,0.07,0.0326,BestEffort,0.072,0.0326,0.5114,CTR,0.4759,0.01767096774
398,0,25.68,1014.05,22.719622,75.857644,0,0.07,0.053,BestEffort,0.072,0.053,0.5102,CTR,0.4762,0.01767096774
399,0,25.87,1012.19,22.719538,75.857675,5,0.07,0.0115,BestEffort,0.072,0.0115,0.5089,CTR,0.4764,0.01767096774
400,0,26.27,1012.98,22.71959,75.857707,7,0.07,0.0008,BestEffort,0.071,0.0008,0.5077,CTR,0.4759,0.01767096774
401,0,25.46,1013.55,22.719605,75.857584,6,0.07,0.0009,BestEffort,0.071,0.0009,0.5065,CTR,0.4761,0.01767096774
402,0,25.64,1014.48,22.719722,75.857712,0,0.07,0.0499,BestEffort,0.071,0.0499,0.5052,CTR,0.4764,0.01767096774
403,0,26.09,1012.66,22.719531,75.857795,0,0.07,0.0504,BestEffort,0.071,0.0504,0.504,CTR,0.4766,0.01767096774
404,0,25.83,1014.03,22.719674,75.857677,-5,0.074,0.1291,BestEffort,0.073,0.1291,0.5028,CTR,0.4785,0.01774730022
405,0,25.92,1012.85,22.719607,75.857713,-6,0.074,0.1411,BestEffort,0.073,0.1411,0.5015,CTR,0.4787,0.01774730022
406,0,25.59,1013.07,22.719621,75.857751,-5,0.074,0.1358,BestEffort,0.073,0.1358,0.5003,CTR,0.479,0.01774730022
407,0,25.47,1014.49,22.719606,75.857692,-1,0.07,0.0686,BestEffort,0.072,0.0686,0.4991,CTR,0.4784,0.01767096774
408,0,25.93,1010.26,22.719622,75.857671,-2,0.07,0.09,BestEffort,0.072,0.09,0.4978,CTR,0.4787,0.01767096774
409,0,25.32,1011.31,22.719592,75.857586,0,0.07,0.0531,BestEffort,0.072,0.0531,0.4966,CTR,0.4789,0.01767096774
410,0,25.52,1011.03,22.719673,75.857732,-2,0.074,0.0918,BestEffort,0.074,0.0918,0.4954,CTR,0.4808,0.01774730022
411,0,25.4,1009.75,22.719577,75.857694,-3,0.074,0.096,BestEffort,0.074,0.096,0.4942,CTR,0.481,0.01774730022
412,0,25.86,1012.23,22.719657,75.857649,-1,0.074,0.0652,BestEffort,0.074,0.0652,0.4929,CTR,0.4813,0.01774730022
413,0,25.97,1014.37,22.719568,75.857706,-3,0.074,0.1034,BestEffort,0.074,0.1034,0.4917,CTR,0.4815,0.01774730022
414,0,26.25,1012.82,22.719597,75.857671,-9,0.074,0.2157,BestEffort,0.075,0.2157,0.4905,CTR,0.4826,0.01774730022
415,0,25.43,1013.55,22.719546,75.857674,-5,0.074,0.1424,BestEffort,0.075,0.1424,0.4892,CTR,0.4829,0.01774730022
416,0,25.8,1014.88,22.719623,75.85773,-5,0.082,0.1406,BestEffort,0.083,0.1406,0.488,CTR,0.4898,0.01790196078
417,0,25.75,1015.24,22.719672,75.857633,-5,0.082,0.1331,BestEffort,0.083,0.1331,0.4868,CTR,0.49,0.01790196078
418,0,25.91,1013.15,22.719596,75.857752,-5,0.082,0.1306,BestEffort,0.083,0.1306,0.4855,CTR,0.4903,0.01790196078
419,0,26.05,1015.28,22.71959,75.85763,-5,0.082,0.1389,BestEffort,0.083,0.1389,0.4843,CTR,0.4905,0.01790196078
420,0,25.39,1013.39,22.719544,75.857667,-2,0.086,0.0785,BestEffort,0.086,0.0785,0.4831,CTR,0.4933,0.01798030635
421,0,26.19,1011.99,22.719589,75.857796,-2,0.086,0.0828,BestEffort,0.086,0.0828,0.4818,CTR,0.4935,0.01798030635
422,0,25.69,1012.36,22.71952,75.857756,2,0.086,0.0338,BestEffort,0.088,0.0338,0.4806,CTR,0.4954,0.01798030635
423,0,25.34,1011.03,22.719554,75.857705,0,0.086,0.0532,BestEffort,0.088,0.0532,0.4794,CTR,0.4957,0.01798030635
424,0,25.78,1011.92,22.719611,75.857653,1,0.086,0.0413,BestEffort,0.088,0.0413,0.4782,CTR,0.4959,0.01798030635
425,0,25.57,1012.71,22.719666,75.857674,0,0.086,0.0451,BestEffort,0.087,0.0451,0.4769,CTR,0.4953,0.01798030635
426,0,26.04,1014.46,22.71974,75.857704,-3,0.086,0.1035,BestEffort,0.087,0.1035,0.4757,CTR,0.4956,0.01798030635
427,0,25.69,1015.83,22.719571,75.857702,-2,0.086,0.0805,BestEffort,0.087,0.0805,0.4745,CTR,0.4958,0.01798030635
428,0,25.63,1011.18,22.719672,75.857695,2,0.086,0.0341,BestEffort,0.087,0.0341,0.4732,CTR,0.4961,0.01798030635
429,0,25.44,1013.84,22.719612,75.857698,0,0.086,0.0498,BestEffort,0.087,0.0498,0.472,CTR,0.4963,0.01798030635
430,0,25.71,1011.69,22.719592,75.857689,0,0.086,0.0495,BestEffort,0.087,0.0495,0.4708,CTR,0.4966,0.01798030635
431,0,25.97,1013.96,22.719622,75.857628,0,0.09,0.0516,BestEffort,0.088,0.0516,0.4695,CTR,0.4977,0.01805934066
432,0,26.21,1013.05,22.719603,75.857674,8,0.086,0.0008,BestEffort,0.088,0.0008,0.4683,CTR,0.4979,0.01798030635
433,0,25.89,1010.5,22.719606,75.857746,7,0.086,0.0007,BestEffort,0.088,0.0007,0.4671,CTR,0.4981,0.01798030635
434,0,26.04,1014.64,22.71958,75.857632,-5,0.086,0.1384,BestEffort,0.088,0.1384,0.4658,CTR,0.4984,0.01798030635
435,0,25.36,1012.34,22.71953,75.857691,9,0.086,0.001,BestEffort,0.088,0.001,0.4646,CTR,0.4986,0.01798030635
436,0,25.4,1012.45,22.719523,75.857659,8,0.086,0.0008,BestEffort,0.087,0.0008,0.4634,CTR,0.498,0.01798030635
437,2,25.63,1011.65,22.719633,75.857706,9,0.086,0.0008,BestEffort,0.087,0.0008,0.4622,GCM,0.5834,0.01798030635
438,2,25.42,1012.27,22.719586,75.857681,10,0.086,0.0007,BestEffort,0.087,0.0007,0.4609,GCM,0.5837,0.01798030635
439,2,26.13,1013.89,22.71957,75.857774,10,0.086,0.0009,BestEffort,0.087,0.0009,0.4597,GCM,0.5841,0.01798030635
440,2,26.17,1012.97,22.7196,75.857725,10,0.086,0.001,BestEffort,0.087,0.001,0.4585,GCM,0.5845,0.01798030635
441,2,25.47,1013.74,22.71964,75.857634,10,0.086,0.0006,BestEffort,0.087,0.0006,0.4572,GCM,0.5845,0.01798030635
442,2,26.14,1013.79,22.719609,75.857734,10,0.086,0.0006,BestEffort,0.086,0.0006,0.456,GCM,0.5839,0.01798030635
443,2,26.01,1015.23,22.719567,75.857661,9,0.086,0.0008,BestEffort,0.086,0.0008,0.4548,GCM,0.5843,0.01798030635
444,2,26.02,1012.74,22.719661,75.857671,9,0.086,0.0007,BestEffort,0.086,0.0007,0.4535,GCM,0.5845,0.01798030635
445,2,25.72,1011.03,22.719679,75.857716,10,0.078,0.0008,BestEffort,0.078,0.0008,0.4523,GCM,0.5778,0.01782429501
446,2,25.37,1014.85,22.719625,75.857675,9,0.078,0.0005,BestEffort,0.078,0.0005,0.4511,GCM,0.5778,0.01782429501
447,2,25.99,1012.75,22.719649,75.857745,10,0.078,0.0007,BestEffort,0.078,0.0007,0.4498,GCM,0.5783,0.01782429501
448,2,25.8,1014.92,22.719662,75.857661,10,0.078,0.0008,BestEffort,0.078,0.0008,0.4486,GCM,0.5787,0.01782429501
449,2,26.23,1013.83,22.719657,75.857669,8,0.078,0.0008,BestEffort,0.078,0.0008,0.4474,GCM,0.579,0.01782429501
450,2,25.48,1013.05,22.719631,75.857667,9,0.078,0.0008,BestEffort,0.077,0.0008,0.4462,GCM,0.5784,0.01782429501
451,2,25.73,1013.77,22.71963,75.857672,10,0.078,0.0009,BestEffort,0.077,0.0009,0.4449,GCM,0.5788,0.01782429501
452,2,26.1,1016.18,22.719626,75.857755,9,0.078,0.0008,BestEffort,0.077,0.0008,0.4437,GCM,0.579,0.01782429501
453,2,25.35,1016.37,22.719545,75.857731,9,0.078,0.0009,BestEffort,0.077,0.0009,0.4425,GCM,0.5793,0.01782429501
454,2,25.35,1013.35,22.719635,75.857785,9,0.078,0.0008,BestEffort,0.077,0.0008,0.4412,GCM,0.5795,0.01782429501
455,2,26.19,1013.49,22.719532,75.857813,0,0.078,0.0512,BestEffort,0.077,0.0512,0.44,GCM,0.6254,0.01782429501
456,2,26.04,1014.86,22.71956,75.857648,8,0.078,0.0008,BestEffort,0.077,0.0008,0.4388,GCM,0.5801,0.01782429501
457,2,25.96,1011.98,22.719665,75.857704,8,0.078,0.0006,BestEffort,0.077,0.0006,0.4375,GCM,0.5803,0.01782429501
458,2,25.72,1013.75,22.719642,75.857641,10,0.074,0.0006,BestEffort,0.076,0.0006,0.4363,GCM,0.5797,0.01774730022
459,2,25.43,1013.21,22.719674,75.857661,9,0.074,0.0008,BestEffort,0.076,0.0008,0.4351,GCM,0.5801,0.01774730022
460,2,26.04,1013.72,22.719586,75.857668,9,0.074,0.0009,BestEffort,0.076,0.0009,0.4338,GCM,0.5805,0.01774730022
461,2,25.47,1012,22.719542,75.857647,9,0.074,0.0008,BestEffort,0.076,0.0008,0.4326,GCM,0.5807,0.01774730022
462,2,25.3,1010.87,22.719588,75.857647,9,0.074,0.0005,BestEffort,0.076,0.0005,0.4314,GCM,0.5807,0.01774730022
463,2,25.51,1010.14,22.719605,75.857693,9,0.074,0.0008,BestEffort,0.076,0.0008,0.4302,GCM,0.5813,0.01774730022
464,2,25.83,1011.57,22.719604,75.857639,10,0.074,0.0006,BestEffort,0.076,0.0006,0.4289,GCM,0.5814,0.01774730022
465,2,25.45,1012.56,22.719657,75.857742,8,0.074,0.0009,BestEffort,0.076,0.0009,0.4277,GCM,0.582,0.01774730022
466,2,25.75,1012.81,22.719582,75.857654,8,0.074,0.0009,BestEffort,0.076,0.0009,0.4265,GCM,0.5822,0.01774730022
467,2,25.69,1016.16,22.719618,75.85784,9,0.078,0.0008,BestEffort,0.077,0.0008,0.4252,GCM,0.5833,0.01782429501
468,2,25.49,1014.91,22.719551,75.857677,9,0.078,0.0008,BestEffort,0.077,0.0008,0.424,GCM,0.5836,0.01782429501
469,2,26.23,1011.81,22.719623,75.857704,8,0.078,0.0007,BestEffort,0.077,0.0007,0.4228,GCM,0.5838,0.01782429501
470,2,25.44,1013.77,22.7196,75.857635,8,0.078,0.0007,BestEffort,0.077,0.0007,0.4215,GCM,0.5841,0.01782429501
471,2,25.57,1012.64,22.719563,75.857785,7,0.074,0.0009,BestEffort,0.076,0.0009,0.4203,GCM,0.5837,0.01774730022
472,2,26.29,1012.82,22.719588,75.857756,8,0.074,0.0009,BestEffort,0.076,0.0009,0.4191,GCM,0.584,0.01774730022
473,2,25.94,1013.53,22.719591,75.857715,4,0.074,0.0174,BestEffort,0.076,0.0174,0.4178,GCM,0.599,0.01774730022
474,2,25.93,1014.18,22.719586,75.857633,9,0.074,0.0007,BestEffort,0.076,0.0007,0.4166,GCM,0.5844,0.01774730022
475,2,25.3,1012.74,22.719689,75.857711,7,0.074,0.0005,BestEffort,0.076,0.0005,0.4154,GCM,0.5845,0.01774730022
476,2,25.92,1014.85,22.719595,75.857644,9,0.074,0.0006,BestEffort,0.076,0.0006,0.4142,GCM,0.5849,0.01774730022
477,2,25.34,1011.54,22.719588,75.857773,8,0.074,0.0006,BestEffort,0.076,0.0006,0.4129,GCM,0.5852,0.01774730022
478,2,26.2,1013.26,22.719495,75.85774,8,0.074,0.0007,BestEffort,0.076,0.0007,0.4117,GCM,0.5856,0.01774730022
479,2,25.82,1017.15,22.719555,75.857705,7,0.074,0.001,BestEffort,0.076,0.001,0.4105,GCM,0.5861,0.01774730022
480,2,25.36,1013.58,22.719587,75.857578,9,0.074,0.0008,BestEffort,0.075,0.0008,0.4092,GCM,0.5854,0.01774730022
481,2,26.24,1015.4,22.719566,75.857651,9,0.074,0.0006,BestEffort,0.075,0.0006,0.408,GCM,0.5855,0.01774730022
482,2,25.34,1013.39,22.719669,75.857734,9,0.074,0.0006,BestEffort,0.075,0.0006,0.4068,GCM,0.5858,0.01774730022
483,2,25.43,1014.12,22.719592,75.857761,9,0.074,0.0007,BestEffort,0.075,0.0007,0.4055,GCM,0.5862,0.01774730022
484,2,26.19,1013.16,22.719664,75.857755,9,0.074,0.0009,BestEffort,0.075,0.0009,0.4043,GCM,0.5866,0.01774730022
485,2,25.36,1012.99,22.719603,75.85762,5,0.074,0.0102,BestEffort,0.076,0.0102,0.4031,GCM,0.5961,0.01774730022
486,2,25.64,1012.08,22.719602,75.857715,7,0.074,0.0009,BestEffort,0.076,0.0009,0.4018,GCM,0.5881,0.01774730022
487,2,26.12,1013.9,22.719596,75.857751,0,0.074,0.0481,BestEffort,0.076,0.0481,0.4006,GCM,0.631,0.01774730022
488,0,26.21,1011.97,22.7196,75.857617,3,0.074,0.024,BestEffort,0.076,0.024,0.3994,CTR,0.5017,0.01774730022
489,0,26.09,1014.25,22.719686,75.8577,-4,0.074,0.1194,BestEffort,0.076,0.1194,0.3982,CTR,0.5019,0.01774730022
490,0,25.64,1014.88,22.719484,75.857714,-4,0.074,0.123,BestEffort,0.076,0.123,0.3969,CTR,0.5022,0.01774730022
491,0,26.05,1013.8,22.7195,75.857685,1,0.078,0.0417,BestEffort,0.077,0.0417,0.3957,CTR,0.5032,0.01782429501
492,0,26.11,1012.82,22.719573,75.857607,-3,0.078,0.1014,BestEffort,0.077,0.1014,0.3945,CTR,0.5035,0.01782429501
493,0,25.31,1013.93,22.719601,75.857684,0,0.078,0.0511,BestEffort,0.077,0.0511,0.3932,CTR,0.5037,0.01782429501
494,0,25.6,1012.79,22.719635,75.857684,0,0.078,0.0481,BestEffort,0.077,0.0481,0.392,CTR,0.504,0.01782429501
495,0,26.1,1014.65,22.719624,75.857693,0,0.078,0.0515,BestEffort,0.077,0.0515,0.3908,CTR,0.5042,0.01782429501
496,0,26.2,1010.5,22.719581,75.857672,-6,0.078,0.1561,BestEffort,0.077,0.1561,0.3895,CTR,0.5045,0.01782429501
497,0,25.74,1012.75,22.719651,75.857678,-5,0.078,0.148,BestEffort,0.079,0.148,0.3883,CTR,0.5064,0.01782429501
498,0,25.62,1010.26,22.719652,75.857698,-6,0.086,0.1501,BestEffort,0.086,0.1501,0.3871,CTR,0.5125,0.01798030635
499,0,25.58,1011.01,22.719609,75.857722,-6,0.086,0.1497,BestEffort,0.086,0.1497,0.3858,CTR,0.5127,0.01798030635
500,0,25.33,1015.3,22.719648,75.857685,-8,0.086,0.1898,BestEffort,0.086,0.1898,0.3846,CTR,0.513,0.01798030635
501,0,25.86,1014.59,22.719614,75.85768,-4,0.094,0.1221,BestEffort,0.093,0.1221,0.3834,CTR,0.5191,0.01813907285
502,0,26.13,1012.17,22.719572,75.857705,-5,0.094,0.1323,BestEffort,0.093,0.1323,0.3822,CTR,0.5193,0.01813907285
503,0,25.83,1011,22.719635,75.857604,0,0.094,0.0492,BestEffort,0.093,0.0492,0.3809,CTR,0.5196,0.01813907285
504,0,26.09,1008.8,22.719606,75.857724,-7,0.094,0.1717,BestEffort,0.093,0.1717,0.3797,CTR,0.5198,0.01813907285
505,0,25.49,1012.43,22.7196,75.8577,-6,0.094,0.1479,BestEffort,0.094,0.1479,0.3785,CTR,0.5209,0.01813907285
506,0,25.5,1016.88,22.719674,75.857702,-6,0.113,0.1499,BestEffort,0.113,0.1499,0.3772,CTR,0.5373,0.0185276212
507,0,25.87,1013.9,22.719477,75.857748,-7,0.113,0.1694,BestEffort,0.112,0.1694,0.376,CTR,0.5367,0.0185276212
508,0,25.58,1012.41,22.719529,75.857602,-7,0.113,0.174,BestEffort,0.112,0.174,0.3748,CTR,0.5369,0.0185276212
509,0,25.52,1013.95,22.719541,75.857601,-4,0.113,0.115,BestEffort,0.113,0.115,0.3735,CTR,0.538,0.0185276212
510,0,25.85,1010.91,22.719582,75.857714,0,0.113,0.0463,BestEffort,0.113,0.0463,0.3723,CTR,0.5383,0.0185276212
511,0,25.69,1012.8,22.719587,75.8577,0,0.113,0.0462,BestEffort,0.113,0.0462,0.3711,CTR,0.5385,0.0185276212
512,0,25.87,1013.4,22.719525,75.857709,-4,0.113,0.1117,BestEffort,0.113,0.1117,0.3698,CTR,0.5388,0.0185276212
513,0,25.33,1013.12,22.719551,75.857677,-2,0.113,0.0774,BestEffort,0.113,0.0774,0.3686,CTR,0.539,0.0185276212
514,0,25.77,1014.44,22.719557,75.857733,-3,0.113,0.1002,BestEffort,0.113,0.1002,0.3674,CTR,0.5392,0.0185276212
515,0,26.01,1013.77,22.719723,75.857747,-1,0.113,0.0611,BestEffort,0.113,0.0611,0.3662,CTR,0.5395,0.0185276212
516,0,25.64,1014.25,22.71969,75.857724,-3,0.113,0.0975,BestEffort,0.112,0.0975,0.3649,CTR,0.5389,0.0185276212
517,0,25.35,1012.22,22.719579,75.857687,-2,0.113,0.0801,BestEffort,0.112,0.0801,0.3637,CTR,0.5391,0.0185276212
518,0,25.4,1014.6,22.719582,75.857595,-3,0.113,0.0988,BestEffort,0.112,0.0988,0.3625,CTR,0.5394,0.0185276212
519,0,26.16,1015.69,22.719543,75.857738,-2,0.113,0.0906,BestEffort,0.112,0.0906,0.3612,CTR,0.5396,0.0185276212
520,0,25.31,1011.79,22.719505,75.857761,-3,0.109,0.1043,BestEffort,0.112,0.1043,0.36,CTR,0.5399,0.01844444444
521,0,26.03,1011.92,22.719594,75.857732,-3,0.109,0.1011,BestEffort,0.112,0.1011,0.3588,CTR,0.5401,0.01844444444
522,0,25.49,1015.25,22.71955,75.857656,-3,0.109,0.0987,BestEffort,0.111,0.0987,0.3575,CTR,0.5395,0.01844444444
523,0,25.61,1012.96,22.719596,75.857734,-3,0.109,0.0988,BestEffort,0.111,0.0988,0.3563,CTR,0.5398,0.01844444444
524,0,26.24,1015.36,22.71952,75.857743,-4,0.109,0.1196,BestEffort,0.111,0.1196,0.3551,CTR,0.54,0.01844444444
525,0,25.53,1012.59,22.719562,75.857778,-4,0.109,0.1209,BestEffort,0.111,0.1209,0.3538,CTR,0.5403,0.01844444444
526,0,26.06,1015.43,22.719607,75.857656,-4,0.109,0.1135,BestEffort,0.111,0.1135,0.3526,CTR,0.5405,0.01844444444
527,0,26.21,1013.45,22.719618,75.857689,-4,0.109,0.1182,BestEffort,0.111,0.1182,0.3514,CTR,0.5407,0.01844444444
528,0,25.98,1013.64,22.719621,75.857737,-2,0.109,0.0738,BestEffort,0.11,0.0738,0.3502,CTR,0.5401,0.01844444444
529,0,25.92,1015.6,22.719534,75.857703,-2,0.109,0.0851,BestEffort,0.11,0.0851,0.3489,CTR,0.5404,0.01844444444
530,0,26.23,1012.71,22.719643,75.857644,-3,0.109,0.1048,BestEffort,0.11,0.1048,0.3477,CTR,0.5406,0.01844444444
531,0,26.23,1011.84,22.71956,75.857721,-4,0.109,0.1166,BestEffort,0.11,0.1166,0.3465,CTR,0.5409,0.01844444444
532,0,25.64,1012.58,22.719632,75.857729,-2,0.109,0.0931,BestEffort,0.11,0.0931,0.3452,CTR,0.5411,0.01844444444
533,0,25.92,1013.93,22.719599,75.857704,-4,0.109,0.1136,BestEffort,0.11,0.1136,0.344,CTR,0.5414,0.01844444444
534,0,26.27,1010.9,22.719531,75.857711,-3,0.109,0.1021,BestEffort,0.11,0.1021,0.3428,CTR,0.5416,0.01844444444
535,0,25.96,1014.21,22.719584,75.857687,-1,0.109,0.0668,BestEffort,0.109,0.0668,0.3415,CTR,0.541,0.01844444444
536,0,26.23,1012.44,22.719618,75.857774,-2,0.109,0.0835,BestEffort,0.109,0.0835,0.3403,CTR,0.5413,0.01844444444
537,0,25.31,1014.97,22.719631,75.857655,-1,0.109,0.0664,BestEffort,0.109,0.0664,0.3391,CTR,0.5415,0.01844444444
538,0,26.29,1009.66,22.719593,75.857671,-5,0.109,0.1355,BestEffort,0.109,0.1355,0.3378,CTR,0.5418,0.01844444444
539,0,26.27,1012.07,22.719677,75.857701,-7,0.109,0.1732,BestEffort,0.109,0.1732,0.3366,CTR,0.542,0.01844444444
540,0,26.07,1010.72,22.71965,75.857744,-6,0.109,0.1589,BestEffort,0.109,0.1589,0.3354,CTR,0.5422,0.01844444444
541,0,26.1,1012.01,22.719587,75.857625,-7,0.113,0.169,BestEffort,0.113,0.169,0.3342,CTR,0.5459,0.0185276212
542,0,25.33,1013.62,22.719638,75.857634,-5,0.113,0.1391,BestEffort,0.112,0.1391,0.3329,CTR,0.5453,0.0185276212
543,0,25.76,1012.98,22.719697,75.857598,-5,0.113,0.1315,BestEffort,0.112,0.1315,0.3317,CTR,0.5455,0.0185276212
544,0,26.03,1012.87,22.719698,75.857702,-6,0.113,0.1558,BestEffort,0.112,0.1558,0.3305,CTR,0.5458,0.0185276212
545,0,25.53,1013.01,22.719539,75.857644,-5,0.113,0.1312,BestEffort,0.115,0.1312,0.3292,CTR,0.5486,0.0185276212
546,0,26.05,1013.56,22.719554,75.857681,-7,0.113,0.1745,BestEffort,0.115,0.1745,0.328,CTR,0.5488,0.0185276212
547,0,25.49,1011.74,22.719674,75.857733,-8,0.113,0.1971,BestEffort,0.114,0.1971,0.3268,CTR,0.5482,0.0185276212
548,0,25.62,1014.31,22.719547,75.857668,-6,0.113,0.1514,BestEffort,0.114,0.1514,0.3255,CTR,0.5485,0.0185276212
549,0,25.78,1014.24,22.719534,75.857712,-8,0.113,0.175,BestEffort,0.114,0.175,0.3243,CTR,0.5487,0.0185276212
550,0,25.32,1013.83,22.719576,75.857685,-6,0.113,0.1493,BestEffort,0.114,0.1493,0.3231,CTR,0.549,0.0185276212
551,0,25.83,1014.08,22.719621,75.857734,-4,0.113,0.1242,BestEffort,0.114,0.1242,0.3218,CTR,0.5492,0.0185276212
552,0,25.95,1013.69,22.719595,75.857724,-2,0.113,0.0868,BestEffort,0.114,0.0868,0.3206,CTR,0.5495,0.0185276212
553,0,25.85,1016.3,22.719567,75.857665,-6,0.113,0.1532,BestEffort,0.113,0.1532,0.3194,CTR,0.5488,0.0185276212
554,0,26.07,1013.12,22.719566,75.857692,-2,0.113,0.089,BestEffort,0.113,0.089,0.3182,CTR,0.5491,0.0185276212
555,0,26.23,1012.79,22.719564,75.857752,-2,0.113,0.0864,BestEffort,0.113,0.0864,0.3169,CTR,0.5493,0.0185276212
556,0,26.01,1012.12,22.719556,75.85772,2,0.113,0.0364,BestEffort,0.113,0.0364,0.3157,CTR,0.5496,0.0185276212
557,0,25.69,1011.7,22.719714,75.85763,0,0.113,0.0518,BestEffort,0.113,0.0518,0.3145,CTR,0.5498,0.0185276212
558,0,25.65,1011.38,22.719615,75.857733,0,0.113,0.053,BestEffort,0.113,0.053,0.3132,CTR,0.5501,0.0185276212
559,0,25.83,1011.92,22.719644,75.857646,-2,0.113,0.0858,BestEffort,0.114,0.0858,0.312,CTR,0.5512,0.0185276212
560,0,26.28,1013.14,22.719576,75.857771,-5,0.113,0.1395,BestEffort,0.114,0.1395,0.3108,CTR,0.5514,0.0185276212
561,0,25.38,1013.75,22.719591,75.857751,-5,0.113,0.1335,BestEffort,0.114,0.1335,0.3095,CTR,0.5517,0.0185276212
562,0,25.85,1013.33,22.719564,75.857714,-3,0.113,0.098,BestEffort,0.113,0.098,0.3083,CTR,0.5511,0.0185276212
563,0,25.98,1012.1,22.719467,75.857708,-5,0.113,0.1435,BestEffort,0.113,0.1435,0.3071,CTR,0.5513,0.0185276212
564,0,25.39,1014.6,22.719531,75.85769,-5,0.113,0.1361,BestEffort,0.113,0.1361,0.3058,CTR,0.5516,0.0185276212
565,0,25.63,1014.36,22.719509,75.857734,-5,0.113,0.139,BestEffort,0.113,0.139,0.3046,CTR,0.5518,0.0185276212
566,0,26.01,1013.01,22.719488,75.857681,-6,0.113,0.1526,BestEffort,0.113,0.1526,0.3034,CTR,0.552,0.0185276212
567,0,25.77,1012.27,22.71954,75.857712,-7,0.113,0.1661,BestEffort,0.113,0.1661,0.3022,CTR,0.5523,0.0185276212
568,0,25.36,1014.07,22.719666,75.857744,-8,0.117,0.1861,BestEffort,0.118,0.1861,0.3009,CTR,0.5568,0.01861155153
569,0,25.77,1013.53,22.719598,75.857672,-5,0.117,0.1422,BestEffort,0.118,0.1422,0.2997,CTR,0.5571,0.01861155153
570,0,25.43,1011.08,22.719665,75.857669,-7,0.117,0.1718,BestEffort,0.117,0.1718,0.2985,CTR,0.5565,0.01861155153
571,0,25.98,1013.15,22.719621,75.85764,-6,0.117,0.1434,BestEffort,0.119,0.1434,0.2972,CTR,0.5584,0.01861155153
572,0,26.29,1013.64,22.719639,75.857647,-7,0.117,0.1679,BestEffort,0.118,0.1679,0.296,CTR,0.5578,0.01861155153
573,0,26.24,1011.9,22.719555,75.857609,-5,0.125,0.1439,BestEffort,0.126,0.1439,0.2948,CTR,0.5649,0.01878171429
574,0,26.13,1013.53,22.719626,75.857736,-1,0.125,0.0659,BestEffort,0.126,0.0659,0.2935,CTR,0.5652,0.01878171429
575,0,26.14,1011.07,22.719636,75.85779,-6,0.125,0.143,BestEffort,0.126,0.143,0.2923,CTR,0.5654,0.01878171429
576,0,25.95,1015.25,22.719571,75.857771,-5,0.125,0.1445,BestEffort,0.127,0.1445,0.2911,CTR,0.5665,0.01878171429
577,0,26.23,1015.12,22.719628,75.857619,0,0.125,0.0514,BestEffort,0.127,0.0514,0.2898,CTR,0.5668,0.01878171429
578,0,25.56,1012.87,22.719628,75.857736,0,0.125,0.0499,BestEffort,0.127,0.0499,0.2886,CTR,0.567,0.01878171429
579,0,26.18,1013.8,22.719573,75.857771,-2,0.125,0.0821,BestEffort,0.126,0.0821,0.2874,CTR,0.5664,0.01878171429
580,0,25.5,1009.64,22.719544,75.857677,-1,0.125,0.0724,BestEffort,0.126,0.0724,0.2862,CTR,0.5667,0.01878171429
581,0,25.6,1011.52,22.719541,75.857705,-1,0.125,0.0643,BestEffort,0.126,0.0643,0.2849,CTR,0.5669,0.01878171429
582,0,25.91,1012.81,22.719604,75.8576,-1,0.125,0.0727,BestEffort,0.127,0.0727,0.2837,CTR,0.568,0.01878171429
583,0,26.25,1011.64,22.719616,75.857713,-1,0.125,0.0697,BestEffort,0.127,0.0697,0.2825,CTR,0.5683,0.01878171429
584,0,25.31,1014.32,22.71956,75.857647,-1,0.125,0.0682,BestEffort,0.127,0.0682,0.2812,CTR,0.5685,0.01878171429
585,0,26.28,1016.25,22.719601,75.85771,-2,0.125,0.0847,BestEffort,0.127,0.0847,0.28,CTR,0.5688,0.01878171429
586,0,25.33,1011.49,22.719629,75.857622,-4,0.125,0.1171,BestEffort,0.127,0.1171,0.2788,CTR,0.569,0.01878171429
587,0,25.84,1011.99,22.719631,75.857727,-7,0.125,0.1742,BestEffort,0.126,0.1742,0.2775,CTR,0.5684,0.01878171429
588,0,25.33,1013.6,22.719678,75.857751,-4,0.125,0.1137,BestEffort,0.126,0.1137,0.2763,CTR,0.5686,0.01878171429
589,0,25.85,1015.67,22.719664,75.857661,-1,0.125,0.0589,BestEffort,0.126,0.0589,0.2751,CTR,0.5689,0.01878171429
590,0,25.39,1011.42,22.71955,75.857643,-3,0.125,0.1041,BestEffort,0.126,0.1041,0.2738,CTR,0.5691,0.01878171429
591,0,25.52,1013.62,22.719684,75.857592,3,0.125,0.0273,BestEffort,0.126,0.0273,0.2726,CTR,0.5694,0.01878171429
592,0,26.23,1015.98,22.719573,75.857687,2,0.125,0.035,BestEffort,0.126,0.035,0.2714,CTR,0.5696,0.01878171429
593,0,25.78,1010.77,22.719652,75.857671,3,0.125,0.0268,BestEffort,0.125,0.0268,0.2702,CTR,0.569,0.01878171429
594,0,25.68,1011.33,22.719603,75.857622,2,0.125,0.0334,BestEffort,0.125,0.0334,0.2689,CTR,0.5693,0.01878171429
